What are customer segments?,Customer Segments lets you provide personalized support for different customers in your helpdesk by helping you classify users based on their support needs. You can categorize your contacts/companies based on their subscription plan. region/location of the customer or the type of customers they are. their industry. etc.     Quite similar to the custom ticket list views in Freshdesk. you can apply the required filters in the Contacts or Companies list page and save the corresponding list as a segment. You can then use these segments in your automation rules (Dispatch’r & Observer) to perform specific actions automatically. based on your requirement.
Can I change the colours in my Freshdesk profile?,You can rebrand your agent portal from Admin--> Helpdesk. However. this would change the Agent portal colours for all agents and not for your account alone.
How do I create a customer segment?,A quick guide in creating a Customer Segments:    Login to your Freshdesk account as an Administrator    Click the Customers icon from the left panel and choose Contacts (or Companies)    Set the required filters under the Filters panel on the right and click ‘Apply’    Note: You would only be able to filter by the following custom customer fields. apart from the available fields in the filter panel:    Checkboxes    Number fields and     Dropdown fields                 Once the filters are applied. click the ‘Save customer segment as’ tick mark. give your segment a suitable name and save the segment             You will be able to access all the saved Customer Segments by clicking the hamburger menu in the Contacts/Companies list page    You can also edit the filters. if required. to modify and save the view     The ‘Edit’ button. represented by a pencil icon. near the name of the saved segment will let you rename the segment whenever required            Once you set it up. you can access these lists on just one-click when you want to fetch a list of specific customers.     You will be able to navigate up to 10 pages in a customer segment. Every page will list a default of 30 contacts/companies. If there are more contacts/companies in the segment. you can perform an export to view the entire list in that customer segment.
How to remove existing ticket fields?,"Go to Admin--> Ticket fields--> Hover over the field and will be able to see the ""Delete"" Icon to the left of the field name. You cannot delete the default fields that are there in Freshdesk. Click on the Save button at the top of the page once the changes are done. "
Can I handle two separate companies under under same Freshdesk account?,"Yes. you can do this in Freshdesk. You can make use of the Multiple Products feature where you can have separate portals for the different companies and also have different groups and emails for them as well. To know more about the setup you can check out the article https://support.freshdesk.com/support/solutions/articles/37638. 

If you are not in the Estate or Forest plan you can still setup different support email addresses and groups for the different companies you support."
How can I reorder canned responses within a folder?,Unfortunately. there is no option to rearrange the positions of the canned responses. But you will be able to move a canned response from one folder to another.
I am trying to remove and add new categories for tickets.,You can remove the ticket fields from Admin--> Ticket fields section. However. before removing the ticket fields. filter the tickets on those statuses and add a tag using the Bulk action in feature in the Ticket list view page. The reason for the same is because once the fields are deleted the data would not be present in the ticket as well.
If I stop my Zendesk import and restart it later. will it duplicate any data?,No. once the import is restarted. the system will just continue the process of migration from where it stopped and does not duplicate the already existing data.
If reports are generated in Freshdesk. how can i select who can view them?,"You can give the agent only ""Agent"" Role so that he/she will not have access to the Reports tab. You can do this from Admin--> Agents--> Edit the Agent--> Scope and Role. 

Or if you are in the Estate or Forest plan you can create a custom role from Admin--> Roles in which the agent cannot view the Reports section and assign that role to that specific agent. "
How can I create an additional ticket type?,You can create a new type from Admin--> Ticket fields--> Type. After the changes are done click on 'Done' and then 'Save'.
How do I share my canned responses with my co-workers?,"Go to Admin--> Canned Response--> Go into the Canned Response--> Scroll down to the bottom of the page--> Choose 'All Agents'--> Save the changes.

You can also display it to agents in specific groups as well. "
How to disable the author names shown in the articles?,Navigate to Admin> Portals> Click on the Portal name> Turn OFF the option as shown below :
How to remove Export ticket option on the customer portal?,Export ticket option can be hidden by doing portal customisation. Please go to Admin -> Portals -> Customise portal  -> Stylesheet.  Add the following code to the stylesheet  .ticket-toolbar{ display: none; }
I do not see the Sandbox feature in my account.,The Sandbox feature is available only for accounts in the Forest plan.
How to display the time zone of a contact in the ticket details page?,Please navigate to Admin --> Customer fields --> Customize Requester widget --> Add time zone.    Now in the ticket details page. the time zone would be displayed as shown in the image below:     
Does Freshdesk support emojis?,We support the emoji's in email replies and in the UI but as of now. we do not have a native option to add emoji in Freshdesk. You can copy/paste an emoji in Freshdesk.
What size is recommended for the logo and favicon?,The recommended size of the Logo is 50x50 pixels and the size of the Favicon is 16x16 pixels.
Why don't I get an email if I assign a ticket to myself?,Navigate to Admin> Email notifications> Agent notifications and check if the 'New Ticket Created' notification is turned ON. Also . check if the agent's name is included in the 'Notify Agents' list.
I am trying to set up a new portal. can you confirm what the portal URL should be?,As an example. if you own the domain 'xyz.com' then you can have the portal URL as 'support.xyz.com'. 'sales.xyz.com' etc. The same needs to be created as a CNAME pointing to 'yourcompanyname.freshdesk.com' in your DNS. You will need to create a TXT record in your DNS as well that would be similar to 'fdkey.support.xyz.com' or 'fdkey.sales.xyz.com' pointing to the values displayed under Admin--> Multiple Products--> Settings.
How to set up the customer portal?,You can go into Admin--> Portals--> Click settings to set the User permissions. Also by clicking on the Name of the portal you can edit the portal URL and name displayed to the customer. You can also customise the portal by clicking on Customise Portal.
Hindi translation in Freshdesk,Currently we do not support any Indian languages in Freshdesk.
Is there a way to configure session timeouts?,Freshdesk does not log out a customer or an agent automatically or use session timeouts. Only if the Agent or Customers clicks on the Log out button will he/she be logged out of the portal.
How to restore type fields that were deleted accidentally?,"Once a field is deleted. the database column for this field would be removed and if you immediately create a new field the values would be retained for this field. i.e if a single line field is deleted and even if you create a new single line field with a different label the values would be retained for this field in the tickets. 
Even though it is a soft delete. there would be cases wherein we would not be able to fetch the ticket field value from our data lake. Please write to support @freshdesk.com if you need more help."
Why is there no Agent notification in Fresh connect?,The Agent notifications have been disabled in Freshconnect to avoid spamming the agents with lots of emails since they are notified with the Desktop Notifications. However. we can enable the Agent notification emails from the backend. Please write an email to support@freshdesk.com to proceed with this further.
How many groups can the Sprout plan have?,There is no restriction on the number of groups that can be created in a Sprout account.
Configured the survey to be sent when we mark the ticket as closed. but it didn't work.,"There are a few checks when a Satisfaction survey is not sent out. Check if this is an agent email address you are testing from. Check if the ""When agent closes a ticket"" notification under Admin--> Notifications--> Requester notification has been turned on. 

The same would be the case if you have set the survey to be sent out when a ticket is resolved. Turn on the ""Agent Solves ticket"" notification in the same page."
Can I embed the chat bot into a native mobile app?,As of now. there is no option to integrate bots into a mobile. However. if you access the link of your website via a browser. your customers will be able to access bots.
Can I customise my personal view of fresh desk with a different colour,You cannot personalise the Agent side of Freshdesk for each agent. You can use the Agent Rebranding available in Admin--> Helpdesk--> Edit Branding only for the complete agent portal.
I want to remove trash and spam emails from my reports,The Reports that you pull from Freshdesk would not contain the tickets that have been marked as Spam and Deleted.
Can you run reports on Sprout?,You would be able to check the Agent performance and the Group performance reports in the Sprout plan.
I am trying to add an email address to receive a weekly indepth report but it keeps saying no email found,The Scheduled reports can be sent only to already existing contacts inside Freshdesk. Add the contact in Freshdesk and then have the same set in the Reports.
How many saved views would an agent be allowed to create in a report?,The agent will be allowed to create 25 views till garden. 50 views for Estate and Forest plans.
I want to be able to compare the average resolution time that a group has on a daily basis.,You can make use of the Performance Distribution Report and this would be available from the Estate plan. 
Are Freshdesk reports realtime?,"Freshdesk Reports are not realtime and the refresh time is plan based. 
Sprout and Blossom - Every 24 hours
Garden and Estate    - Every 24 hours
Forest                        - Every 30 minutes

"
Do merged tickets show as one ticket in reporting or many,If ticket A is merged with ticket B. then they will be shown as two separate tickets in the Reports section.  Ticket A will be in the closed state.
How to reset data on reports?,There is no direct option to reset the data in the reports as such. You could go ahead and delete all the tickets in the system so that none of the previous data will reflect in the reports.
How to get a weekly report on the number of tickets raise by each customer?,You could filter the customers based on the company name or the email address from the filters available in the Tickets tab. You could also save this as a view (by choosing the Created at as This week and check the view once in every week.   Alternatively. you could also make use of our Scheduled reports where you can filter the reports based on companies and save them as a view.https://support.freshdesk.com/support/solutions/articles/218139-scheduling-reports
How can I do a comparative of opened tickets by companies?,Freshdesk's Top Customer Analysis helps you understand which customers have had the most interactions with your agents. as well as letting you see trends in the kinds of tickets they've raised.   Please refer the link to know for more information : https://support.freshdesk.com/support/solutions/articles/214629
Why are there only few entries on a page shown on the Agent performance report?,A maximum of 90 entries on one page will be shown on the Agent performance report.
Why are there only few entries on a page shown on the Agent performance report?,A maximum of 90 entries on one page will be shown on the Agent performance report.
Would Outbound Emails be considered in Reports?,No. Outbound emails do not come up in Reports. Only if the requester responds back to the email would the ticket be set to Open and the metrics would be calculated from there on. 
Can I change the format in which I get the Ticket Activities reports in?,The Ticket Activities reports are sent in the JSON format only and unfortunately it cannot be changed.
Based on what timings does the ticket lifecycle report runs?,The time captured in the ticket life cycle report would include only the time spent in business hours and not calendar hours.
Can I get all ticket data including all the activity. status. time. etc?,You will need to set up the 'Ticket Activities report' from Reports--> Scheduled Export--> Daily export of ticket activities and have the data stored in a BI tool. To know more about this feature you can refer this link. 
Can we have different SLA's for the different internal groups in Shared Ownership?,We do not have an SLA for the Ticket being in the Internal group currently.
How to edit a scheduled report after it is created?,"It is not possible to edit a schedule once it is created. You can click on ""Clone"" button to create a copy of this schedule to make the necessary changes and once you create the new schedule. you can delete the old schedule.   "
How to reset the resolution time of a group?,There is no option to reset the resolution time of a group or agent since the time is permanently recorded in our database. Only if you delete a ticket . the metrics of that ticket won't be impacted in the reports.
How come the amount of created tickets in reports is smaller than the sum of resolved and unresolved tickets?,The number of tickets created during a period of time refers to only the new tickets that were created during the time period. But the number of resolved. unresolved tickets count takes into account the tickets that were created already during an earlier time period but which are resolved and those which remains unresolved during the time period for which the data is filtered. These tickets might not necessarily be created within the date range but can be created at any point in time earlier.
"237591 - How does Freshdesk define a ""reassigned"" ticket? What is the exact formula?",The reassigned count would be the number of tickets that were reassigned from Agent A to Agent B. When this happens the Reassigned count for Agent A would increase by 1 and Agent B's Assigned ticket count would increase by 1. Also Agent A's assigned ticket count for the dates specific would decrease by 1.
How can I view per agent performance graphically?,The Agent performance report is something that can be viewed only in a tabular format and not Graphically. This can be exported as a CSV file from Reports--> Agent performance Report. This would be available for all Supervisor and Admin roles in the account.
I wish to know login time of agents,Currently we do not have the feature to track the log in and log out time of the Agents in Freshdesk.
Hi there. can I pause my account?,We do not have an option to pause the account when not in use. The Account would get suspended as soon as the date of payment has passed.
How to switch to invoice for payment?,If you are on a monthly plan. then you have to pay by credit card only. But if you are in quarterly. half yearly and annual plan you can pay through bank transfers and PayPal. If you are not on a monthly plan. you can contact billing@freshdesk.com to switch to invoice payment.
I want to reduce the number of agents from my account,You will have to make sure that the number of seats you want to reduce are not being used by Agents. To make sure that you only have that many agents in your account. move to Admin > Agents. You can delete the agents but make sure that the tickets under the agents name have been assigned to someone else so that all the tickets are not unassigned once the agent is deleted.      Make use of the 'Bulk action' feature in the Tickets list view to reassign tickets to a different agent. Once all of this is done an account admin will be able to decrease the number of agent seats from Admin > Plans and Billings.
Can I speak to a sales person ?,You can drop an email to sales@freshdesk.com or the contact number is : +1 (866) 832-3090
For now our account does not have a full time agent seat. how can I get a day pass?,Only the account admin of the account can purchase the Day pass from Admin > Accounts > Day pass. If your mode of payment is not via credit card then you can reach out to billing@freshdesk.com and we would be glad to help you with the purchase.
How can i include survey on an email?,You can insert a satisfaction survey to a specific reply by changing the settings under Admin-->Customer Satisfaction and Allow agents to add survey links to specific emails.
How do you assign tickets to different teams depending on the email?,You can set up a dispatcher rule and provide some conditions based on the subject/description of the email. the to/from address and then set actions to assign to the concerned group inside Freshdesk. Kindly refer this link to know more on setting a Dispatcher rule: https://support.freshdesk.com/support/solutions/articles/37614-managing-tickets-using-the-dispatch-r
How do I get a non agent-specific API key?,The API key would be unique for each agent in the account and similar to the login credentials when performing an API call or for integrations. The API key is available only for agents and not for the customers. Also. each API key would be able to perform specific functions based on the role of the agent in the account.
How to close a ticket permanently. say after 3 days,"Go to Admin>Supervisor and you can create a Supervisor rule as shown in the image below. But if you do not want the status to change to open if the customer replies to a closed ticket at any point. then go to Admin> Observer and turn OFF the rule "" Automatically reopen tickets when the customer responds"".     "
What is the phone number for live help?,Our Support contact numbers are : India-+91 (44) 6667 8040 . US- +1 (866) 832-3090. UK- +44 (800) 808 5790. Australia- +61 2 8188 4692
i need to know the error codes in API response,The error codes that would be displayed when you use the Freshdesk API would be available in the link given below: https://developers.freshdesk.com/api/#error
observer rule limit,The Observer lets you automate actions on your helpdesk when specified events occur in a ticket in real time. You can use it to modify statuses. change priorities and even send out notification alerts as soon as certain conditions are met. There are NO limitations in the number of rules that can be set.
I am wondering if you can tell me what actions are considered a 'response' inside of a ticket that would be considered a response for the SLA timer?,A Public note and Reply from an agent or customer will be considered as a response in the ticket.
How do i change the default priority to medium?,You would be able to perform this action using a Dispatch'r rule. If you would like this to be applied on all tickets then you can have the Dispatch'r rule set such as shown below. This can be reordered to the bottom of the list of Dispatch'r rules and please make sure the action to set the Priority to Medium is added to all Dispatch'r rules in your account.
I need to close down some auto-replies from clients,"You can create a Dispatch'r rule that would close/ mark these tickets as Spam/ delete them. Please move to Admin--> Dispatch'r--> New Rule and set the conditions such as Subject contains words like ""Auto-reply"". ""Out Of Office"" etc and set the actions to Skip the New Ticket Notification and Close it/ Mark it as Spam. "
push to slack with supervisor,The Push to Slack feature is only available in the Dispatch'r and Observer Rule and not in the Supervisor rule.
I need help with listing all tickets using the API,You would be able to use the API for list all tickets to get them. Please refer to https://developers.freshdesk.com/api/#list_all_tickets to know more about this.
its possible add tag to company?,No. we will not be able to create a tag for a company. The Tags feature would only be available for the Tickets. solutions and contacts in Freshdesk.
"235137 - In the settings for Surveys -- what does it mean to send ""All Replies Sent to Customer""",This is a setting that would automatically attach the satisfaction survey in every reply that the agent sends out to the customer.
How can I stop being automatically added as a watcher,I believe that this because of a Dispatch'r/ Observer/ Supervisor that you are being added as a Watcher in a ticket. Please move into the ticket. check all the Activities on the ticket by clicking on the Icon at the top of the page and check all the automations working on the ticket. One of the rules should have the action of adding you as a Watcher. Please edit the rule so that this is stopped.
do dispatch'r rules work on updates to existing tickets. or only to new tickets?,The dispatcher rule will work only on the new incoming tickets.
is it possible to disable the functionality of a ticket status switching back to open everytime a customer responds,"Go to Admin>Observer rule and turn OFF the rule ""Automatically reopen tickets when the customer responds""."
I don't need customers' replies reopen closed tickets,"Go to Admin>Observer rule and turn OFF the rule ""Automatically reopen tickets when the customer responds""."
send email to requester when ticket assigned to an agent,"Create an Observer rule where the event is ""Agent is updated"" from ""None"" to ""Any"" and the Action is to ""Send an email to the Requester"". "
Need to create a rule to reopen tickets when customer responds,"There is a default Observer rule in Freshdesk that will re-open tickets when the customer responds to tickets. Go to Admin>Observer> turn ON the rule ""Automatically reopen tickets when the customer responds "".	"
I need help to export (email) tickets which share nothing but the same subjects,"Create a Supervisor rule with ""Condition"" ""Subject contains"" and the action to ""Add Tag"". After an hour once the Supervisor rule has worked on all tickets that have been updated in the past 30 days. you will be able to filter the tickets in the list view page using the Tag added. "
Automations,To know more about automations and how to set up various automation rules like Dispatcher. Supervisor. Observer and Scenario . refer to this link: https://support.freshdesk.com/support/solutions/45927
Shift+close without sending email notification to the ticket creator. this functionality does not work.   The notification still sends email that the ticket was closed,"The reason for this could be because of an Observer rule being triggered and separate email being sent out. Shift+Close will stop only the Default ""Agent closes a ticket"" notification that you set from Admin--> Email Notifications--> Requester Notifications. However. the Observer rules will be based on the action that is performed. "
which agent roles can delete tickets,"All Agents with default roles in Freshdesk will be able to delete tickets. However. if your account is in the Estate plan/ Forest plan. you can create Custom Roles for agents who shouldn't be deleting tickets. 

To be notified if the tickets are deleted by specific agents. you can create an Observer rule ""When an action performed by..."" ""agent"". ""Involves any of these events"" ""Ticket is deleted and Marked as Spam"". then notify one of the Admins or Supervisors about it."
how to not allow agents to evaluate themselves using customer satisfaction,The satisfaction survey will not be sent to an agent email address as the system does not allow Agents to rate themselves.
I would like to stop tickets from being re-opened upon reply,"There is a default Observer rule in Freshdesk that will re-open tickets when the customer responds to tickets. Go to Admin>Observer> turn OFF the rule ""Automatically reopen tickets when the customer responds """
Can you tell me if we can only put 1 email address/recipient when sending an email from Freshdesk?,There can only be one requester/recipient to a ticket. Others can be added as CC.
I need to know if private notes are retained when tickets are archived?,All the replies. public & private notes. and all other tickets activities will be retained in the archived ticket in the read-only format.
Supervisor rule custom date,You can make use of the Supervisor rule to set a date or using the Date that has been set on a ticket. you can perform actions on the ticket as well.
I have configured a dispatcher rule and the round robin and the tickets are not getting assigned properly.,When the ticket has a group specified at the time of creation then the dispatch’r rule gets executed and when the ticket is assigned manually to a group then round robin works.
Can pending tickets be set to closed after a certain period of time,"We can make use of the Supervisor Rule to set this. Please select the condition ""Hours since Pending"" ""Greater than"" ""xx"". where you enter the number of hours and by setting the Action as ""Set status as"" ""Closed"". "
Hello. our support e-mails that are forwarded to FreshDesk arive with the subject changed.,The subject can be changed using a webhook in a Dispatch'r rule. Please check the Activities of a ticket to understand the reason and also identify which rule is working on the ticket.
Some of our existing agents can't see newly created agents to assign a ticket only for some tickets? Why?,Please check if the ticket already has a group selected in it and if they are trying to assign an agent when the ticket is already in the group. Try removing the group and searching for the Newly added agents. You can add the new agents in the groups by navigating to Admin--> Groups.
I do not have observer and supervisor rules.,The reason you do not have the Observer and Supervisor rules could be because you are in the Sprout plan. From the Blossom plan you would be able to view this from the Admin tab. 
Reminder for the agents to follow up after a few days if the customer does not reply.,You can make use of the Supervisor rule to send out an email to the Agent after a few days (2 days as an example) so that he/she could follow up with the customer. In the same Supervisor you can also send out an email to the customer as a follow up email. This can be set based on your need. Please advice the Agents to set the status as the Custom status after replying to the customer.      Create a new status: Awaiting customer response     Conditions: (Match all of the below)  Status- Awaiting customer response  Hours since agent Responded- Greater than 48  Hours since agent Responded- Less than 48     Action:  Send Email to Agent  Send Email to requester  Status- Open
Dispatch'r not working,There are a few checks for the Dispatch'r to work and to figure out the reason for the same.   Check if the conditions match.  If true. then click on the Activities inside of the ticket and check if there was a different rule that worked on the ticket.   If yes. then make sure the Rule that should have worked is placed higher up in the list of Dispatch'r rules under Admin--> Dispatch'r.   Only one Dispatch'r rule would get executed for a ticket. Therefore. the first matching rule would be executed and therefore it is important to place the rarest rule at the top and the most common at the bottom of the list.      If in case you want an action to be performed on all tickets. add the action to all the Dispatch'r rules. 
How to identify merged tickets?," The merged tickets would automatically get closed and would not be considered in any of the Reports. However. if you want to get the number of tickets that were merged. you can make use of the Observer rule to add a tag on merged tickets which could be later filtered on your list view page.      Move to Admin--> Observer--> New Observer rule.      Event performed by: Agent  Event Performed     : Add note (Any)  Conditions               : Last interaction contains ""This ticket is closed and merged into ticket""  Action                      : Add Tag - Merged          Once this rule is set. for all merged tickets. the tag will get added and you can filter the Secondary ticket from the list view directly.  "
Non Business hours email.," You can set up two different email notifications via Dispatch'r that need to be sent out during your Business hours and Non Business hours. Move to Admin--> Email notifications--> Requester notifications--> New ticket created notification needs to be turned off.      Navigate to Admin--> Dispatch'r--> Create new rule.      Condition: ""Created"" ""during"" ""Non business hours""  Action      : Send email to requester     Another Dispatch'r rule needs to be created for the new ticket created notification for tickets created during business hours.      Condition: ""Created"" ""during"" ""Business hours""  Action      : Send email to requester                "
CC all tickets from a customer,If you are wanting to add a set of email addresses in CC when the email is from a specific email address or from contacts of a company there are a few ways in which this can be done.      You will have to use the Dispatch'r rule to make this happen by setting the conditions as shown below:     If you are wanting to set the CC for all with a specific domain then have it set as shown below:       If it is only for a specific requester:    Action to be set:
How to know the number of emails to a specific support email address?," You can route emails sent to a specific support email address to a group directly from Admin--> Email.      However. if you have the tickets being shuffled between groups on a regular basis. you can make use of the Dispatch'r to add a tag using which you can filter the tickets.      Navigate to Admin--> Dispatch'r--> Create new rule.      Condition:  ""To Email"" ""is"" ""The support email address""     Action:  ""Add Tag"" "
I would like to have tickets from one e-mail go to one agent and tickets from another go to a different agent,You can use a dispatcher rule to assign different tickets to different agents based on certain conditions. You can do this under Admin>Dispatcher rule. Please refer the link for more details.
Supervisor to add a tag with specific subject,Move to Admin--> Supervisor--> New Rule.      Condition:  Subject contains a specific word or phrase.     Action:  Add Tag. 
how do you treat phishing emails,"You can create a new Dispatch'r rule to mark these tickets as Spam based on the ""Requester email address"". Move to Admin--> Dispatch'r--> Create New rule. 

Conditions: ""Requester email address"" ""contains"" ""@domain.com""
Action       : Mark as Spam. "
Can a Supervisor rule trigger an Observer rule?,An automation (ex. Observer rule) cannot be triggered because of another automation (ex. supervisor rule).
How to change the status of the ticket after a certain amount of time?," You could set up a Supervisor rule under Admin ->Supervisor to achieve this with the following conditions and actions:      Condition: ""Hours since"" any condition as required   Action: Set status as the required status                                                      "
How do I execute a dispatchr rule on tickets that have already been created?,The dispatch'r rule will act on only the new tickets. it would not be possible to make it work on the existing old tickets. You can make use of Supervisor or Observer rules to make changes to existing tickets. For more information. please refer these links below:      https://support.freshdesk.com/support/solutions/articles/37615-creating-a-new-supervisor-rulehttps://support.freshdesk.com/support/solutions/articles/99047-creating-a-new-observer-rule
Survey response email,You can send an email based on the survey feedback you receive from the customer. You can send this to any of the agents or thank the customer if he has given a good survcey by setting an Observer rule.      Please navigate to Admin--> Observer--> New rule     When an action performed by...  Requester     Involves any of these events  Customer feedback is received - Reting based on your need.      Action  Send email to Requester / Agent - Based on your need
How to create a rule that sets pending emails to open after 48 hours,"You will have to create a Supervisor rule such where the condition is ""Hours since pending"" ""Greater than"" ""48"". And the Action would need to be ""Set Status"" ""Open"". "
"236850 - Is there a way to be instantly notified via email if a customer clicks ""dissatisfied"" on the survey in the closed ticket email?"," t is possible to be notified via email when the customer clicks ""Dissatisfied"" on the survey in the ticket. This could be done with a help of an Observer rule under Admin->Observer with the following configurations:     Events: Customer feedback is Extremely Dissatisfied     Actions: Send Email to Agent                                                                    You could choose the agent to whom the email notification should be sent. "
Can we export and import canned responses?,You will not be able to import and export Canned Responses from inside Freshdesk.
How do I track an agent's activity was on Freshdesk?,To check on the activities that an agent does on a ticket. you can set up an Observer rule as follows:                                                 The above rule would send an email to whoever you want whenever that particular agent performs an update on a ticket.
I can't find the Observer rule option in my freshdesk account,The Observer rule will not be available for the free Sprout plan. It is only available only from the blossom plan and above. Check your current plan under Admin> Plans&Billing. If you still have issues. please drop an email to support@freshdesk.com.
Is there a limit on the number of Dispatch'r rules?,No. you can set up any number of Dispatch'r rules in Freshdesk.
What is the difference between closed and resolved status?,The Resolved and Closed status will have the same properties except that the archiving of tickets would happen only if the tickets have been in the Closed status for the past 120 days. The tickets in both Closed Status or the Resolved status are taken into account in the total Resolved count in Reports.
How can I set the status of Outbound Email in Mint to open?,By default. the status of the Outbound email is 'Closed'. After the email is sent. it will be logged as a ticket inside Freshdesk and you can change the status of the outbound email to Open. Also. you can create a Dispatch'r rule that would act on all Outbound emails and change the status automatically to open. 
How can I change the ticket source in MINT?,There is no option to change the 'Source' of a ticket in the MINT version.
Can I remove attach file option in the tickets?,You can remove the '+Attach file' option using CSS customisation which is available from the Garden plan and it can be done only for the customer portal.
In the Feedback widget. I want to change the help text of email from Requester to Your email,All the mandatory ticket fields you have set up under Admin > Ticket fields will be displayed under Feedback widget. So navigate to Admin > Ticket fields and change the name of the 'Requester' field to 'Your name' and it will reflect on your widget as well.
How to run an open ticket report that shows the requester emails?,Go to Tickets tab. filter with the required status and the list of tickets along with the requesters email address will be displayed.
What is smart-fill?,It is an app called 'Ticket Properties Suggester'. It helps in suggesting ticket properties such as Priority. Group and Type for new incoming tickets using Machine Learning. The agent can review the suggestions and click on ‘Update’. Therefore. Smart fill makes it easier for you to update tickets and saves you a few clicks. 
I can't send more than 5 emails per day,You can send only 5 outbound emails in a day for the first 30 days in the Sprout plan and after that you will be able to send 100 emails per day. The limitation will be removed once the account is upgraded.
How do I auto delete archived tickets?,The archived tickets cannot be auto deleted. You have to navigate to Tickets tab > Archive and delete the tickets manually.
What is the number of checkboxes that can be added in Freshdesk?,You can add a maximum of 10 checkboxes in Freshdesk.
Can I create ticket templates that my customer can choose?,The ticket templates are only for the Agent's use and not for the customer portal.
How can spell check be activated in Freshdesk?,Freshdesk does not have a Spellcheck option as of now. You can make use of Browser extensions such as 'Grammarly' to use for spelling check.
